recommended_titles,# movies
"['Star Wars: Episode IV - A New Hope (1977)', 'Jurassic Park (1993)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Apollo 13 (1995)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Lord of the Rings: The Two Towers, The (2002)', 'Aladdin (1992)', 'True Lies (1994)', 'Lion King, The (1994)', 'Back to the Future (1985)']",31
[],446
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Aladdin (1992)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",21
"['Toy Story (1995)', 'True Lies (1994)', 'Shrek (2001)', 'Ace Ventura: Pet Detective (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Groundhog Day (1993)']",437
"['Forrest Gump (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'American Beauty (1999)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",41
"['American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",27
"['Pulp Fiction (1994)', 'Matrix, The (1999)', 'Jurassic Park (1993)', 'Fight Club (1999)', 'Independence Day (a.k.a. ID4) (1996)', 'Batman (1989)', 'True Lies (1994)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Mission: Impossible (1996)']",72
"['Aladdin (1992)', 'True Lies (1994)', 'Mrs. Doubtfire (1993)']",939
"['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)', 'Jurassic Park (1993)', 'Braveheart (1995)', 'Terminator 2: Judgment Day (1991)', 'Fight Club (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Batman (1989)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'True Lies (1994)', 'Speed (1994)']",23
"['Pulp Fiction (1994)', 'Braveheart (1995)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Lion King, The (1994)', 'Gladiator (2000)']",32
"['Shawshank Redemption, The (1994)', 'Fight Club (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)']",114
"['Silence of the Lambs, The (1991)', 'Matrix, The (1999)', 'Fight Club (1999)', 'Usual Suspects, The (1995)', 'Batman (1989)', 'True Lies (1994)']",32
"['Independence Day (a.k.a. ID4) (1996)', 'Inception (2010)', 'Stargate (1994)', 'Star Wars: Episode I - The Phantom Menace (1999)']",53
"['Fight Club (1999)', 'Godfather, The (1972)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Gladiator (2000)']",216
"['Braveheart (1995)', 'Apollo 13 (1995)', 'Lion King, The (1994)']",677
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",112
['True Lies (1994)'],975
"['Jurassic Park (1993)', 'Toy Story (1995)', 'Independence Day (a.k.a. ID4) (1996)', 'Apollo 13 (1995)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Aladdin (1992)', 'True Lies (1994)', 'Back to the Future (1985)']",115
"['Forrest Gump (1994)', 'Braveheart (1995)', 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Fargo (1996)', 'Lion King, The (1994)', 'Gladiator (2000)']",103
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",64
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",28
"['Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Lord of the Rings: The Return of the King, The (2003)', 'Lion King, The (1994)', 'Gladiator (2000)']",223
"['Braveheart (1995)', 'Lord of the Rings: The Return of the King, The (2003)']",340
"['Fargo (1996)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Princess Bride, The (1987)']",128
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",33
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",53
"[""Schindler's List (1993)"", 'Lord of the Rings: The Return of the King, The (2003)', 'Lion King, The (1994)']",189
"['Braveheart (1995)', 'Fight Club (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",879
"['Pulp Fiction (1994)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",35
"['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)', 'Jurassic Park (1993)', 'Braveheart (1995)', 'Terminator 2: Judgment Day (1991)', 'Fight Club (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Batman (1989)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'True Lies (1994)', 'Speed (1994)']",20
"['Pulp Fiction (1994)', 'Toy Story (1995)', 'Fargo (1996)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",56
"[""Schindler's List (1993)"", 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Lion King, The (1994)']",107
"['Fight Club (1999)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",98
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",21
"['Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Lion King, The (1994)', 'Gladiator (2000)']",270
"['Apollo 13 (1995)', 'Godfather, The (1972)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)']",152
"['Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",48
"['True Lies (1994)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Mrs. Doubtfire (1993)']",255
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",23
"[""Schindler's List (1993)""]",247
"['Forrest Gump (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'American Beauty (1999)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)']",168
"['Godfather, The (1972)', 'Lion King, The (1994)']",267
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)']",25
"['Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Princess Bride, The (1987)']",154
"['Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",28
"['Fargo (1996)', 'Lion King, The (1994)', 'Gladiator (2000)']",56
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",77
"['Forrest Gump (1994)', 'Braveheart (1995)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",39
['Braveheart (1995)'],371
"['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)', 'Fight Club (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'True Lies (1994)', 'Speed (1994)']",28
"['Pulp Fiction (1994)', 'Aladdin (1992)', 'Fargo (1996)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",52
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",66
"['Forrest Gump (1994)', 'Braveheart (1995)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",59
"['Jurassic Park (1993)', 'Terminator 2: Judgment Day (1991)', 'Fight Club (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Batman (1989)', 'Lord of the Rings: The Return of the King, The (2003)', 'Speed (1994)']",69
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",62
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Braveheart (1995)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Lion King, The (1994)', 'Gladiator (2000)']",164
"['Pulp Fiction (1994)', 'Fargo (1996)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",45
"['Forrest Gump (1994)', 'Braveheart (1995)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",55
"['Shawshank Redemption, The (1994)', 'Braveheart (1995)', 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",37
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Aladdin (1992)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",40
"['Shawshank Redemption, The (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Fargo (1996)', 'Lion King, The (1994)', 'Gladiator (2000)']",141
"['Braveheart (1995)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Fargo (1996)', 'Lion King, The (1994)']",294
"['Forrest Gump (1994)', 'Fargo (1996)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",90
"['Braveheart (1995)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Lord of the Rings: The Return of the King, The (2003)']",226
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Ace Ventura: Pet Detective (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",26
"['Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Mask, The (1994)']",289
[],383
"['Forrest Gump (1994)', 'American Beauty (1999)', 'True Lies (1994)', 'Speed (1994)', 'Shrek (2001)', 'Beauty and the Beast (1991)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)', 'Good Will Hunting (1997)', 'Pretty Woman (1990)', 'Beautiful Mind, A (2001)', 'Twister (1996)', ""Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)""]",41
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Braveheart (1995)', 'Fight Club (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",74
"['Pulp Fiction (1994)', 'Silence of the Lambs, The (1991)', 'Matrix, The (1999)', 'Jurassic Park (1993)', 'Fight Club (1999)', 'Usual Suspects, The (1995)', 'Seven (a.k.a. Se7en) (1995)', 'Independence Day (a.k.a. ID4) (1996)', 'Fugitive, The (1993)', 'Batman (1989)', 'Fargo (1996)', 'True Lies (1994)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Speed (1994)', 'Mission: Impossible (1996)']",25
"['Matrix, The (1999)', 'Jurassic Park (1993)', 'Braveheart (1995)', 'Fight Club (1999)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Batman (1989)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'True Lies (1994)']",97
"[""Schindler's List (1993)"", 'American Beauty (1999)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)']",109
"['Jurassic Park (1993)', 'Braveheart (1995)', 'Terminator 2: Judgment Day (1991)', 'Fight Club (1999)', 'Independence Day (a.k.a. ID4) (1996)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Batman (1989)', 'Saving Private Ryan (1998)', 'True Lies (1994)', 'Speed (1994)']",30
"['Pulp Fiction (1994)', 'Silence of the Lambs, The (1991)', 'Matrix, The (1999)', 'Jurassic Park (1993)', 'Fight Club (1999)', 'Usual Suspects, The (1995)', 'Seven (a.k.a. Se7en) (1995)', 'Fugitive, The (1993)', 'Batman (1989)', 'Fargo (1996)', 'True Lies (1994)', 'Speed (1994)']",21
"['Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Mrs. Doubtfire (1993)']",277
"['Matrix, The (1999)', 'Star Wars: Episode IV - A New Hope (1977)', 'Jurassic Park (1993)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Batman (1989)', 'True Lies (1994)', 'Speed (1994)']",31
"['Pulp Fiction (1994)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Princess Bride, The (1987)']",185
"['Fight Club (1999)', 'Lord of the Rings: The Return of the King, The (2003)']",469
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",129
"['Jurassic Park (1993)', 'Braveheart (1995)', 'Independence Day (a.k.a. ID4) (1996)', 'Saving Private Ryan (1998)', 'Speed (1994)']",93
"['Star Wars: Episode IV - A New Hope (1977)', 'Jurassic Park (1993)', 'Toy Story (1995)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Apollo 13 (1995)', 'Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Lord of the Rings: The Two Towers, The (2002)', 'Aladdin (1992)', 'True Lies (1994)', 'Lion King, The (1994)', 'Back to the Future (1985)']",41
"['Fight Club (1999)', 'American Beauty (1999)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",236
"['Fight Club (1999)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",100
"['Silence of the Lambs, The (1991)', 'Matrix, The (1999)', 'Fight Club (1999)', 'Usual Suspects, The (1995)', 'Seven (a.k.a. Se7en) (1995)', 'Fargo (1996)', 'Twelve Monkeys (a.k.a. 12 Monkeys) (1995)', 'Speed (1994)', 'Mission: Impossible (1996)']",33
"['Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Lion King, The (1994)']",33
"['Fight Club (1999)', 'Batman (1989)', 'Saving Private Ryan (1998)', 'Speed (1994)']",133
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Shrek (2001)', 'Men in Black (a.k.a. MIB) (1997)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)', 'Princess Bride, The (1987)']",131
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', 'American Beauty (1999)', 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",48
"['Fight Club (1999)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",36
[],1218
['Pulp Fiction (1994)'],474
"['Jurassic Park (1993)', 'Braveheart (1995)', 'Terminator 2: Judgment Day (1991)', 'Independence Day (a.k.a. ID4) (1996)', 'Batman (1989)', 'True Lies (1994)', 'Speed (1994)']",291
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Lion King, The (1994)', 'Gladiator (2000)']",34
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'American Beauty (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",70
"['Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'American Beauty (1999)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Sixth Sense, The (1999)', 'Gladiator (2000)']",201
"['Matrix, The (1999)', 'Fight Club (1999)']",68
"[""Schindler's List (1993)"", 'Apollo 13 (1995)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)']",1027
"['Forrest Gump (1994)', 'Pulp Fiction (1994)', 'Toy Story (1995)', 'Aladdin (1992)', 'Fargo (1996)', 'True Lies (1994)', 'Back to the Future (1985)', 'Men in Black (a.k.a. MIB) (1997)', 'Ace Ventura: Pet Detective (1994)', 'Mask, The (1994)', 'Pirates of the Caribbean: The Curse of the Black Pearl (2003)', 'Mrs. Doubtfire (1993)', 'Groundhog Day (1993)']",29
"['Pulp Fiction (1994)', 'Silence of the Lambs, The (1991)', 'Matrix, The (1999)', 'Jurassic Park (1993)', 'Fight Club (1999)', 'Usual Suspects, The (1995)', 'Seven (a.k.a. Se7en) (1995)', 'Fugitive, The (1993)', 'Batman (1989)', 'Fargo (1996)', 'True Lies (1994)', 'Speed (1994)']",34
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",81
"['Lord of the Rings: The Return of the King, The (2003)', 'Lion King, The (1994)']",386
"['Forrest Gump (1994)', 'Shawshank Redemption, The (1994)', 'Pulp Fiction (1994)', 'Braveheart (1995)', ""Schindler's List (1993)"", 'Fight Club (1999)', 'Apollo 13 (1995)', 'Godfather, The (1972)', 'Saving Private Ryan (1998)', 'Lord of the Rings: The Return of the King, The (2003)', 'Fargo (1996)', 'Sixth Sense, The (1999)', 'Lion King, The (1994)', 'Gladiator (2000)']",25
"['Star Wars: Episode IV - A New Hope (1977)', 'Jurassic Park (1993)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Independence Day (a.k.a. ID4) (1996)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Batman (1989)', 'Saving Private Ryan (1998)', 'True Lies (1994)', 'Speed (1994)']",123
